latitude,longitude
35.15751178629163,126.92601775926755
35.157530746512016,126.92615495122487
35.15998414742033,126.91994657994084
35.16000134181716,126.92004956611969
35.15806719434843,126.92879684616852
35.15809879809599,126.92870926102286
35.15948673953709,126.92814829622651
35.15953366303138,126.92824393798352
35.16180506509332,126.92386023916625
35.16182677892212,126.9237875845399
35.146810310252256,126.91490972054933
35.14689191027704,126.91488007556339
35.15054841636781,126.91767997179925
35.150570389098164,126.91742605884517
35.15060288565301,126.91752501298198
35.149067458451775,126.91234320234206
35.14907248963606,126.912418524771
35.14910449489475,126.9124953696381
35.14914766239838,126.91243258411684
35.15829648068558,126.92823401715498
35.158328917782626,126.92828588345289
35.16332853249767,126.91949606530305
35.16336922928239,126.9195741924205
35.135109318782675,126.92551753840412
35.13514244252773,126.92542080486504
35.13517263500203,126.92551401937351
35.135123331554624,126.92571595034585
35.135169939338454,126.92574441699404
35.14094182990682,126.92097510977143
35.14099278984951,126.92093670048615
35.141058055403676,126.92087530396734
35.14749166793457,126.93792284725505
35.147531804577966,126.93796551732049
35.147572799825234,126.93788022575221
35.14760790714166,126.93771268555668
35.14763426527553,126.93778656394862
35.146648802691914,126.93848422520693
35.14671320573965,126.93852165981622
35.14760119096723,126.93862839692133
35.147602042730206,126.93825340611865
35.146957864103115,126.91586235818976
35.14686147547685,126.91569124750158
35.133219639405574,126.92508958910533
35.13324316756071,126.9250582289926
35.13316528616743,126.92604927838629
35.13318634343793,126.92610461156701
35.13323446520581,126.92600958436704
35.14956403011093,126.92057128056666
35.149594165269505,126.92064062370869
35.14962751141643,126.92060132220139
35.16419428900748,126.92044635167528
35.16335042507555,126.9203056170383
35.16359186534587,126.92021833259632
35.164046449318874,126.92006614515599
35.15041232171479,126.92141878092492
35.15040556976703,126.92136434694461
35.15089579716234,126.91314012105732
35.15096951417372,126.91314594438049
35.15825889521256,126.9225435482485
35.15834655457025,126.92293709232092
35.15854172449115,126.9228752723633
35.158617719505806,126.92277203407647
35.158786695726185,126.9223297751389
35.158894718777205,126.92267283422456
35.15911173159071,126.92262471772533
35.15885721208062,126.92073025078074
35.15933295167698,126.92183691212415
35.15962847970039,126.92143078164518
35.159662309723004,126.9221084110427
35.15985167065678,126.92194306799071
35.159652929193975,126.92267404678344
35.15947855339727,126.92099748421127
35.159718525719505,126.92115693630045
35.15830540042033,126.92344314921816
35.158572826709424,126.92324498415196
35.158644413682126,126.92348900637253
35.150644062444314,126.92186703165478
35.150688157424916,126.92194581851547
35.15072394741173,126.92203417521095
35.15121890567959,126.90920518772306
35.151231373164194,126.90915479956978
35.15126269244544,126.90913366245474
35.15128087940971,126.90920048884564
35.151336729185715,126.91015860445658
35.15122151603709,126.91005357659327
35.151245593835064,126.91010825740902
35.15128848047856,126.91006978748021
35.151293921721816,126.91020337286187
35.15124076958886,126.91126461302238
35.15129764396509,126.91125605621903
35.16383447784965,126.9188129136986
35.1638673427512,126.91870020849902
35.16388836523141,126.9187631681065
35.16375256123317,126.91860551868953
35.16378524244814,126.91848685354896
35.163802064452156,126.91855784676392
35.15219165810956,126.91944705670481
35.15215550857987,126.91923440999301
35.11559634293056,126.92095330044941
35.115821061340455,126.92123516169207
35.147956927418875,126.91401699970307
35.14803247462604,126.914110804045
35.14808965777718,126.91413192909283
35.14789357542188,126.91436887089166
35.14799475019545,126.9143230231633
35.14811357000036,126.91431626845106
35.14814909307237,126.91420120600836
35.15152144571571,126.92666688768644
35.15172581745025,126.92668045937974
35.12617540983984,126.929567020781
35.1262214575646,126.92958870966066
35.163884547857265,126.91845060568974
35.16393678952014,126.91841355991505
35.1639753381974,126.91846857146
35.16402280953511,126.9184479629212
35.15473829075124,126.93256069298454
35.154830480838115,126.93255841543696
35.148054957708815,126.91452243681633
35.14810569774502,126.91468598856807
35.14868634267702,126.938664211784
35.14876457030838,126.93867979221778
35.148652925918,126.9384884608385
35.14875463716988,126.93853845494796
35.14047197309458,126.92162670254451
35.140532980846686,126.92157119018638
35.14059343205587,126.92150242550925
35.15212261443513,126.92135262694215
35.152227499298725,126.92131700352157
35.1434969272111,126.92021024603604
35.1435794287732,126.92030932718345
35.14872309283903,126.91664863397152
35.14884852082209,126.91651836931234
35.1490202280661,126.92825930131565
35.149062936720306,126.92826704304653
35.15141839676256,126.92820732873733
35.15148186757752,126.92824193562129
35.15156348988961,126.92813412870666
35.13811483946335,126.92431175719396
35.13817086951031,126.92438247517381
35.134094293024305,126.93742419200447
35.1341876469526,126.93765254266008
35.1054222152318,126.93325555281835
35.10550653054058,126.93322824144775
35.13225436326097,126.92658818065944
35.132259652881125,126.92668326172442
35.15093443684507,126.92333151238157
35.15097272389913,126.92321299747454
35.147827926828185,126.93418167725562
35.14781395368241,126.93433899104053
35.15113473867768,126.92606214056501
35.15124618114778,126.92612924932574
35.147442736972984,126.91811338463464
